Term,Parent
和平地,Fairness_virtueP3
平和地,Fairness_virtueP3
supports,Fairness_virtueP3
支承 ,Fairness_virtueP3
鼓舞 ,Fairness_virtueP3
扶養,Fairness_virtueP3
responsible,Fairness_virtueP3
負責,Fairness_virtueP3
有責任心,Fairness_virtueP3
可信賴的,Fairness_virtueP3
grants,Fairness_virtueP3
資助,Fairness_virtueP3
獎學金,Fairness_virtueP3
ensure,Fairness_virtueP3
确定,Fairness_virtueP3
commit,Fairness_virtueP3
打算,Fairness_virtueP3
legal,Fairness_virtueP3
法律 ,Fairness_virtueP3
合法,Fairness_virtueP3
法例,Fairness_virtueP3
promises,Fairness_virtueP3
立誓,Fairness_virtueP3
被人無視,Fairness_virtueP3
secure,Fairness_virtueP3
安心,Fairness_virtueP3
安穩,Fairness_virtueP3
有保障,Fairness_virtueP3
牢固的,Fairness_virtueP3
honest,Fairness_virtueP3
importance,Fairness_virtueP3
重大性,Fairness_virtueP3
winner,Fairness_virtueP3
第一名,Fairness_virtueP3
得主,Fairness_virtueP3
勝出者,Fairness_virtueP3
勝者,Fairness_virtueP3
sentence,Fairness_virtueP3
句子,Fairness_virtueP3
語句,Fairness_virtueP3
判監,Fairness_virtueP3
opportunities,Fairness_virtueP3
freely,Fairness_virtueP3
自由地 ,Fairness_virtueP3
隨意地,Fairness_virtueP3
無拘束地 ,Fairness_virtueP3
隨心所欲地,Fairness_virtueP3
恣意地,Fairness_virtueP3
自由自在地 ,Fairness_virtueP3
ensuring,Fairness_virtueP3
確保 ,Fairness_virtueP3
worth,Fairness_virtueP3
值得,Fairness_virtueP3
值錢,Fairness_virtueP3
有價值,Fairness_virtueP3
有...的價值,Fairness_virtueP3
solutions,Fairness_virtueP3
解決辦法,Fairness_virtueP3
解決措施,Fairness_virtueP3
應對辦法 ,Fairness_virtueP3
應對方法,Fairness_virtueP3
defender,Fairness_virtueP3
防守者 ,Fairness_virtueP3
辯護律師,Fairness_virtueP3
守護者,Fairness_virtueP3
保衛者,Fairness_virtueP3
辯護人,Fairness_virtueP3
challenging,Fairness_virtueP3
具挑戰性,Fairness_virtueP3
難搞 ,Fairness_virtueP3
具有挑戰性的,Fairness_virtueP3
有難度的,Fairness_virtueP3
考驗人的,Fairness_virtueP3
integrity,Fairness_virtueP3
誠信,Fairness_virtueP3
正直,Fairness_virtueP3
廉潔,Fairness_virtueP3
廉正,Fairness_virtueP3
完整,Fairness_virtueP3
氣節,Fairness_virtueP3
prevented,Fairness_virtueP3
防止 ,Fairness_virtueP3
免於,Fairness_virtueP3
妨碍,Fairness_virtueP3
easy,Fairness_virtueP3
簡單,Fairness_virtueP3
不難,Fairness_virtueP3
輕鬆,Fairness_virtueP3
唔難 ,Fairness_virtueP3
不費力,Fairness_virtueP3
好易,Fairness_virtueP3
使暫停,Fairness_virtueP3
懸浮,Fairness_virtueP3
alive,Fairness_virtueP3
活著,Fairness_virtueP3
仍然存在,Fairness_virtueP3
有氣,Fairness_virtueP3
未死,Fairness_virtueP3
仲喺度,Fairness_virtueP3
生存,Fairness_virtueP3
活生生嘅 ,Fairness_virtueP3
存在,Fairness_virtueP3
未死 ,Fairness_virtueP3
生勾勾,Fairness_virtueP3
在世的,Fairness_virtueP3
在生,Fairness_virtueP3
honor,Fairness_virtueP3
榮譽,Fairness_virtueP3
名譽,Fairness_virtueP3
尊嚴,Fairness_virtueP3
面子,Fairness_virtueP3
敬意,Fairness_virtueP3
優等成績 ,Fairness_virtueP3
legally,Fairness_virtueP3
合法 ,Fairness_virtueP3
法律上 ,Fairness_virtueP3
法定,Fairness_virtueP3
合乎法規,Fairness_virtueP3
依法 ,Fairness_virtueP3
substantial,Fairness_virtueP3
大量,Fairness_virtueP3
實質,Fairness_virtueP3
相當可觀,Fairness_virtueP3
大幅,Fairness_virtueP3
實在,Fairness_virtueP3
真實的,Fairness_virtueP3
結實的,Fairness_virtueP3
豐盛的,Fairness_virtueP3
有價值的,Fairness_virtueP3
accept,Fairness_virtueP3
答應 ,Fairness_virtueP3
認可 ,Fairness_virtueP3
