Term,Parent
掙扎 ,Fairness_viceP3
障礙,Fairness_viceP3
拼搏,Fairness_viceP3
苦苦掙扎,Fairness_viceP3
fails,Fairness_viceP3
不及格,Fairness_viceP3
失手,Fairness_viceP3
失誤 ,Fairness_viceP3
失策,Fairness_viceP3
不成功,Fairness_viceP3
唔合格,Fairness_viceP3
未能做到,Fairness_viceP3
未能通過,Fairness_viceP3
未履行,Fairness_viceP3
painful,Fairness_viceP3
痛心,Fairness_viceP3
令人難堪的,Fairness_viceP3
punishment,Fairness_viceP3
制裁,Fairness_viceP3
粗暴的對待,Fairness_viceP3
weak,Fairness_viceP3
軟弱,Fairness_viceP3
虛弱,Fairness_viceP3
衰弱,Fairness_viceP3
薄弱,Fairness_viceP3
脆弱,Fairness_viceP3
弱小,Fairness_viceP3
衰退,Fairness_viceP3
無決斷力的,Fairness_viceP3
意志薄弱的,Fairness_viceP3
怯懦的,Fairness_viceP3
shake,Fairness_viceP3
搖動,Fairness_viceP3
搖晃,Fairness_viceP3
抖動,Fairness_viceP3
震動 ,Fairness_viceP3
搖擺 ,Fairness_viceP3
搖曳,Fairness_viceP3
使顫動,Fairness_viceP3
打顫,Fairness_viceP3
發抖,Fairness_viceP3
lose,Fairness_viceP3
輸,Fairness_viceP3
丟失,Fairness_viceP3
喪失,Fairness_viceP3
失敗 ,Fairness_viceP3
減少,Fairness_viceP3
crime,Fairness_viceP3
罪案    ,Fairness_viceP3
罪惡,Fairness_viceP3
罪過,Fairness_viceP3
confront,Fairness_viceP3
面對,Fairness_viceP3
對質,Fairness_viceP3
面對面,Fairness_viceP3
面臨,Fairness_viceP3
正視,Fairness_viceP3
undermining,Fairness_viceP3
暗中挖角,Fairness_viceP3
逐漸損害,Fairness_viceP3
unfair,Fairness_viceP3
不平等,Fairness_viceP3
不公義,Fairness_viceP3
不公 ,Fairness_viceP3
唔公平,Fairness_viceP3
不公不義,Fairness_viceP3
mistakes,Fairness_viceP3
犯錯,Fairness_viceP3
差錯,Fairness_viceP3
錯誤 ,Fairness_viceP3
錯,Fairness_viceP3
devastating,Fairness_viceP3
破壞性的,Fairness_viceP3
摧毀性的,Fairness_viceP3
毀滅性的,Fairness_viceP3
災難性的,Fairness_viceP3
fake,Fairness_viceP3
假,Fairness_viceP3
假冒,Fairness_viceP3
流嘅,Fairness_viceP3
流嘢,Fairness_viceP3
不真確,Fairness_viceP3
critics,Fairness_viceP3
rigged,Fairness_viceP3
操縱的,Fairness_viceP3
偽造的,Fairness_viceP3
被操控的,Fairness_viceP3
被擺佈的,Fairness_viceP3
任人擺佈的,Fairness_viceP3
cuts,Fairness_viceP3
傷口,Fairness_viceP3
縮減,Fairness_viceP3
dump,Fairness_viceP3
傾倒,Fairness_viceP3
甩,Fairness_viceP3
亂放,Fairness_viceP3
揼低,Fairness_viceP3
扔下,Fairness_viceP3
放置,Fairness_viceP3
seriously,Fairness_viceP3
認真地,Fairness_viceP3
嚴肅地,Fairness_viceP3
正經,Fairness_viceP3
propaganda,Fairness_viceP3
政治宣傳,Fairness_viceP3
意識形態宣傳,Fairness_viceP3
洗腦,Fairness_viceP3
舆論操縱,Fairness_viceP3
鼓吹,Fairness_viceP3
lawsuit,Fairness_viceP3
官司,Fairness_viceP3
suspended,Fairness_viceP3
被停職,Fairness_viceP3
暫停,Fairness_viceP3
懸掛,Fairness_viceP3
被停賽,Fairness_viceP3
雪藏,Fairness_viceP3
半天弔,Fairness_viceP3
延緩,Fairness_viceP3
ill,Fairness_viceP3
不舒服,Fairness_viceP3
不健康,Fairness_viceP3
唔健康,Fairness_viceP3
suspect,Fairness_viceP3
嫌犯,Fairness_viceP3
可疑,Fairness_viceP3
疑有,Fairness_viceP3
察覺,Fairness_viceP3
唔信任,Fairness_viceP3
sentencing,Fairness_viceP3
定刑,Fairness_viceP3
disagree,Fairness_viceP3
有異議,Fairness_viceP3
不贊同,Fairness_viceP3
blocked,Fairness_viceP3
受阻的,Fairness_viceP3
被擋的,Fairness_viceP3
fail,Fairness_viceP3
落空,Fairness_viceP3
未達成,Fairness_viceP3
變弱,Fairness_viceP3
無能為力,Fairness_viceP3
violating,Fairness_viceP3
違犯,Fairness_viceP3
侮辱,Fairness_viceP3
