Term,Parent
美好,care_virtueP3
善良,care_virtueP3
好心,care_virtueP3
有禮貌,care_virtueP3
solution,care_virtueP3
解決方法,care_virtueP3
處理辦法,care_virtueP3
策略,care_virtueP3
應對措施,care_virtueP3
解答,care_virtueP3
辦法,care_virtueP3
friendship,care_virtueP3
友誼,care_virtueP3
友情,care_virtueP3
朋友關係,care_virtueP3
交情,care_virtueP3
情誼,care_virtueP3
密友,care_virtueP3
kind,care_virtueP3
溫和,care_virtueP3
仁慈,care_virtueP3
和藹可親,care_virtueP3
溫暖,care_virtueP3
寬容,care_virtueP3
有益,care_virtueP3
體貼,care_virtueP3
engaging,care_virtueP3
迷人的,care_virtueP3
引人入勝的,care_virtueP3
吸引人的,care_virtueP3
引人注目,care_virtueP3
吸引的,care_virtueP3
誘人的,care_virtueP3
令人愉快的,care_virtueP3
有吸引力的,care_virtueP3
hoped,care_virtueP3
企望,care_virtueP3
期待,care_virtueP3
冀望,care_virtueP3
capable,care_virtueP3
有能力的,care_virtueP3
有才幹的,care_virtueP3
能幹的,care_virtueP3
有才能的,care_virtueP3
有實力的,care_virtueP3
熟練的,care_virtueP3
treat,care_virtueP3
對待,care_virtueP3
款待,care_virtueP3
呵護,care_virtueP3
接待,care_virtueP3
治療,care_virtueP3
處理,care_virtueP3
emotional,care_virtueP3
情緒的,care_virtueP3
感情的,care_virtueP3
情感的,care_virtueP3
感性的,care_virtueP3
感情強烈的,care_virtueP3
rescue,care_virtueP3
營救,care_virtueP3
援救,care_virtueP3
warming,care_virtueP3
變暖,care_virtueP3
升溫,care_virtueP3
暖化,care_virtueP3
氣候變遷,care_virtueP3
溫熱,care_virtueP3
good,care_virtueP3
好得,care_virtueP3
好嘢,care_virtueP3
乖的,care_virtueP3
committing,care_virtueP3
做,care_virtueP3
犯下,care_virtueP3
承擔,care_virtueP3
實施,care_virtueP3
執行,care_virtueP3
使作出保證,care_virtueP3
使表態,care_virtueP3
number,care_virtueP3
數量,care_virtueP3
數字,care_virtueP3
號碼,care_virtueP3
數目,care_virtueP3
編號,care_virtueP3
總數,care_virtueP3
entertainment,care_virtueP3
娛樂,care_virtueP3
消遣,care_virtueP3
遊藝,care_virtueP3
餘興,care_virtueP3
care,care_virtueP3
關心,care_virtueP3
介意 ,care_virtueP3
照顧,care_virtueP3
關愛,care_virtueP3
在乎,care_virtueP3
留意 ,care_virtueP3
重視,care_virtueP3
愛護,care_virtueP3
看護,care_virtueP3
照料,care_virtueP3
管理,care_virtueP3
關懷,care_virtueP3
介意,care_virtueP3
interested,care_virtueP3
有興趣,care_virtueP3
感興趣,care_virtueP3
有興致,care_virtueP3
關注的,care_virtueP3
welcomed,care_virtueP3
迎接,care_virtueP3
受歡迎嘅,care_virtueP3
樂於接受,care_virtueP3
convinced,care_virtueP3
信服,care_virtueP3
信服嘅,care_virtueP3
相信嘅,care_virtueP3
sure,care_virtueP3
肯定,care_virtueP3
確定,care_virtueP3
一定,care_virtueP3
必定,care_virtueP3
確保,care_virtueP3
确信,care_virtueP3
絕對,care_virtueP3
毫無疑問的,care_virtueP3
focused,care_virtueP3
專注,care_virtueP3
集中,care_virtueP3
專心,care_virtueP3
專一,care_virtueP3
專注嘅,care_virtueP3
目標明確的,care_virtueP3
集中關注一點的,care_virtueP3
safe,care_virtueP3
安全,care_virtueP3
平安,care_virtueP3
無恙 ,care_virtueP3
安然,care_virtueP3
沒有危險的,care_virtueP3
無損的,care_virtueP3
未受傷害的,care_virtueP3
welcome,care_virtueP3
欣迎,care_virtueP3
succeed,care_virtueP3
成功,care_virtueP3
達到目標,care_virtueP3
接替,care_virtueP3
繼任,care_virtueP3
繼承,care_virtueP3
隨後出現,care_virtueP3
接著發生,care_virtueP3
create,care_virtueP3
創作 ,care_virtueP3
創構,care_virtueP3
創立,care_virtueP3
chance,care_virtueP3
際遇 ,care_virtueP3
希望 ,care_virtueP3
偶然,care_virtueP3
運氣,care_virtueP3
僥倖,care_virtueP3
natural,care_virtueP3
自然,care_virtueP3
天然 ,care_virtueP3
天生,care_virtueP3
天性 ,care_virtueP3
唔做作的,care_virtueP3
物質的,care_virtueP3
非精神的,care_virtueP3
正常的,care_virtueP3
合乎常情的,care_virtueP3
energy,care_virtueP3
能源,care_virtueP3
能量,care_virtueP3
精力,care_virtueP3
電力,care_virtueP3
幹勁,care_virtueP3
ideals,care_virtueP3
理想,care_virtueP3
理念 ,care_virtueP3
典範,care_virtueP3
完美的典型,care_virtueP3
joy,care_virtueP3
喜悅,care_virtueP3
歡樂,care_virtueP3
快樂,care_virtueP3
欣喜,care_virtueP3
高興 ,care_virtueP3
樂事,care_virtueP3
樂趣 ,care_virtueP3
beautiful,care_virtueP3
美麗,care_virtueP3
漂亮,care_virtueP3
靚,care_virtueP3
靚仔,care_virtueP3
靚女,care_virtueP3
索,care_virtueP3
好睇,care_virtueP3
growth,care_virtueP3
增長,care_virtueP3
蓬勃,care_virtueP3
壯大,care_virtueP3
prevent,care_virtueP3
避免,care_virtueP3
預防 ,care_virtueP3
防止,care_virtueP3
safety,care_virtueP3
安全性,care_virtueP3
安定,care_virtueP3
helps,care_virtueP3
original,care_virtueP3
原來的,care_virtueP3
原始,care_virtueP3
原版,care_virtueP3
原作,care_virtueP3
原創,care_virtueP3
value,care_virtueP3
價值,care_virtueP3
值,care_virtueP3
fan,care_virtueP3
粉絲,care_virtueP3
支持者 ,care_virtueP3
追隨者,care_virtueP3
狂熱愛好者,care_virtueP3
increased,care_virtueP3
增加,care_virtueP3
增長 ,care_virtueP3
上升,care_virtueP3
reach,care_virtueP3
達到 ,care_virtueP3
伸手,care_virtueP3
save,care_virtueP3
節省,care_virtueP3
存 ,care_virtueP3
救,care_virtueP3
保存,care_virtueP3
保留,care_virtueP3
慳,care_virtueP3
慳番,care_virtueP3
儲,care_virtueP3
守護,care_virtueP3
restore,care_virtueP3
恢復,care_virtueP3
修復,care_virtueP3
重新採用,care_virtueP3
歸還,care_virtueP3
交還,care_virtueP3
ease,care_virtueP3
緩和,care_virtueP3
放鬆,care_virtueP3
減輕 ,care_virtueP3
舒適,care_virtueP3
悠閒,care_virtueP3
不拘束,care_virtueP3
feeling,care_virtueP3
感覺,care_virtueP3
感受,care_virtueP3
心情,care_virtueP3
感情,care_virtueP3
情感,care_virtueP3
觸覺,care_virtueP3
看法,care_virtueP3
感想,care_virtueP3
預感,care_virtueP3
great,care_virtueP3
大的,care_virtueP3
偉大的,care_virtueP3
優秀的,care_virtueP3
極好的,care_virtueP3
好正,care_virtueP3
好勁,care_virtueP3
peace,care_virtueP3
和平 ,care_virtueP3
安寧,care_virtueP3
寧和,care_virtueP3
和悅,care_virtueP3
和約,care_virtueP3
平靜,care_virtueP3
安詳,care_virtueP3
creating,care_virtueP3
建立,care_virtueP3
increase,care_virtueP3
升高,care_virtueP3
增大,care_virtueP3
增大 ,care_virtueP3
relief,care_virtueP3
寬慰,care_virtueP3
減輕,care_virtueP3
安慰,care_virtueP3
舒緩,care_virtueP3
如釋重負,care_virtueP3
wishes,care_virtueP3
祝福,care_virtueP3
